source,inbred,aspect,db_object_symbol,pr,num_gold,num_pred,evalType
GOMAP,B73v3,C,GRMZM2G001457,0.4,9,20,CAFA
GOMAP,B73v3,P,GRMZM2G001457,0.107142857142857,12,112,CAFA
GOMAP,B73v3,C,GRMZM2G001500,0.409090909090909,9,22,CAFA
GOMAP,B73v3,C,GRMZM2G001551,0.666666666666667,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G001750,0.333333333333333,8,24,CAFA
GOMAP,B73v3,C,GRMZM2G001755,0.321428571428571,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G001918,0.452380952380952,19,42,CAFA
GOMAP,B73v3,C,GRMZM2G002165,0.333333333333333,6,18,CAFA
GOMAP,B73v3,C,GRMZM2G002178,0.342857142857143,12,35,CAFA
GOMAP,B73v3,C,GRMZM2G002220,0.145161290322581,9,62,CAFA
GOMAP,B73v3,C,GRMZM2G002642,0.5,8,6,CAFA
GOMAP,B73v3,C,GRMZM2G002754,0.4,8,20,CAFA
GOMAP,B73v3,C,GRMZM2G002807,0.257142857142857,9,35,CAFA
GOMAP,B73v3,C,GRMZM2G002879,0.25,9,32,CAFA
GOMAP,B73v3,C,GRMZM2G003109,0.6,9,15,CAFA
GOMAP,B73v3,C,GRMZM2G003157,0.25,9,32,CAFA
GOMAP,B73v3,C,GRMZM2G003182,1,8,3,CAFA
GOMAP,B73v3,C,GRMZM2G003246,0.5,9,16,CAFA
GOMAP,B73v3,C,GRMZM2G003318,0.48,12,25,CAFA
GOMAP,B73v3,C,GRMZM2G003765,0.5625,9,16,CAFA
GOMAP,B73v3,C,GRMZM2G003869,0.727272727272727,13,11,CAFA
GOMAP,B73v3,C,GRMZM2G003875,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G004006,0.6875,31,16,CAFA
GOMAP,B73v3,C,GRMZM2G004131,0.36,9,25,CAFA
GOMAP,B73v3,C,GRMZM2G004222,0.333333333333333,8,24,CAFA
GOMAP,B73v3,C,GRMZM2G004352,0.347826086956522,8,23,CAFA
GOMAP,B73v3,C,GRMZM2G004382,0.391304347826087,9,23,CAFA
GOMAP,B73v3,C,GRMZM2G004583,0.8,9,10,CAFA
GOMAP,B73v3,C,GRMZM2G004880,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G005024,0.166666666666667,9,6,CAFA
GOMAP,B73v3,P,GRMZM2G005066,0.0930232558139535,10,43,CAFA
GOMAP,B73v3,C,GRMZM2G005260,0.615384615384615,8,13,CAFA
GOMAP,B73v3,C,GRMZM2G005298,0.666666666666667,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G005526,0.5,8,2,CAFA
GOMAP,B73v3,P,GRMZM2G005624,0.131147540983607,24,61,CAFA
GOMAP,B73v3,C,GRMZM2G005909,0.36,9,25,CAFA
GOMAP,B73v3,C,GRMZM2G005938,0.666666666666667,13,12,CAFA
GOMAP,B73v3,C,GRMZM2G005973,0.375,14,32,CAFA
GOMAP,B73v3,C,GRMZM2G005984,0.714285714285714,31,21,CAFA
GOMAP,B73v3,C,GRMZM2G006121,0.5,8,6,CAFA
GOMAP,B73v3,C,GRMZM2G006229,0.421052631578947,8,19,CAFA
GOMAP,B73v3,C,GRMZM2G006791,1,10,4,CAFA
GOMAP,B73v3,C,GRMZM2G007038,0.428571428571429,9,21,CAFA
GOMAP,B73v3,C,GRMZM2G007372,0.8,13,10,CAFA
GOMAP,B73v3,C,GRMZM2G007441,0.285714285714286,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G007453,0.8,8,10,CAFA
GOMAP,B73v3,C,GRMZM2G007630,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G007647,0.8,8,10,CAFA
GOMAP,B73v3,C,GRMZM2G007651,0.5,9,18,CAFA
GOMAP,B73v3,C,GRMZM2G007907,0.263157894736842,10,19,CAFA
GOMAP,B73v3,C,GRMZM2G007939,0.666666666666667,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G008247,0.205128205128205,8,39,CAFA
GOMAP,B73v3,C,GRMZM2G008263,0.615384615384615,9,13,CAFA
GOMAP,B73v3,C,GRMZM2G008714,0.571428571428571,8,14,CAFA
GOMAP,B73v3,C,GRMZM2G008892,0.285714285714286,8,28,CAFA
GOMAP,B73v3,C,GRMZM2G009048,0.681818181818182,31,22,CAFA
GOMAP,B73v3,C,GRMZM2G009070,0.9,13,10,CAFA
GOMAP,B73v3,C,GRMZM2G009196,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G009223,0.545454545454545,24,33,CAFA
GOMAP,B73v3,C,GRMZM2G009320,0.888888888888889,9,9,CAFA
GOMAP,B73v3,C,GRMZM2G009323,0.642857142857143,9,14,CAFA
GOMAP,B73v3,C,GRMZM2G009443,0.209302325581395,9,43,CAFA
GOMAP,B73v3,C,GRMZM2G009479,0.333333333333333,9,27,CAFA
GOMAP,B73v3,C,GRMZM2G009785,0.444444444444444,12,27,CAFA
GOMAP,B73v3,P,GRMZM2G009785,0.0588235294117647,6,85,CAFA
GOMAP,B73v3,C,GRMZM2G010044,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G010196,0.8,8,10,CAFA
GOMAP,B73v3,C,GRMZM2G010221,0.307692307692308,8,26,CAFA
GOMAP,B73v3,C,GRMZM2G010328,0.5,9,18,CAFA
GOMAP,B73v3,C,GRMZM2G010349,0.133333333333333,10,15,CAFA
GOMAP,B73v3,C,GRMZM2G010389,0.242424242424242,8,33,CAFA
GOMAP,B73v3,C,GRMZM2G010406,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G010555,0.384615384615385,10,13,CAFA
GOMAP,B73v3,C,GRMZM2G010743,0.458333333333333,11,24,CAFA
GOMAP,B73v3,C,GRMZM2G010801,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G010884,0.235294117647059,10,34,CAFA
GOMAP,B73v3,C,GRMZM2G010929,0.576923076923077,31,26,CAFA
GOMAP,B73v3,C,GRMZM2G010973,0.444444444444444,8,18,CAFA
GOMAP,B73v3,C,GRMZM2G011129,0.25,9,36,CAFA
GOMAP,B73v3,C,GRMZM2G011213,0.538461538461538,8,13,CAFA
GOMAP,B73v3,C,GRMZM2G011319,0.533333333333333,8,15,CAFA
GOMAP,B73v3,F,GRMZM2G011357,0.4,5,10,CAFA
GOMAP,B73v3,P,GRMZM2G011357,0.0377358490566038,8,53,CAFA
GOMAP,B73v3,C,GRMZM2G011373,0.4,8,20,CAFA
GOMAP,B73v3,C,GRMZM2G011479,0.666666666666667,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G011858,0.210526315789474,8,38,CAFA
GOMAP,B73v3,C,GRMZM2G012102,0.2,6,30,CAFA
GOMAP,B73v3,C,GRMZM2G012119,0.533333333333333,8,15,CAFA
GOMAP,B73v3,C,GRMZM2G012174,0.588235294117647,13,17,CAFA
GOMAP,B73v3,C,GRMZM2G012276,0.529411764705882,31,34,CAFA
GOMAP,B73v3,C,GRMZM2G012324,0.32,10,25,CAFA
GOMAP,B73v3,C,GRMZM2G012340,0.242424242424242,8,33,CAFA
GOMAP,B73v3,C,GRMZM2G012397,0.333333333333333,10,24,CAFA
GOMAP,B73v3,C,GRMZM2G012404,0.529411764705882,9,17,CAFA
GOMAP,B73v3,C,GRMZM2G012479,0.290322580645161,9,31,CAFA
GOMAP,B73v3,C,GRMZM2G012863,0.5,9,18,CAFA
GOMAP,B73v3,C,GRMZM2G012966,0.380952380952381,8,21,CAFA
GOMAP,B73v3,C,GRMZM2G013342,0.375,21,40,CAFA
GOMAP,B73v3,C,GRMZM2G013478,0.264705882352941,9,34,CAFA
GOMAP,B73v3,C,GRMZM2G013652,0.571428571428571,9,14,CAFA
GOMAP,B73v3,P,GRMZM2G013657,0.12,13,25,CAFA
GOMAP,B73v3,C,GRMZM2G013798,0.111111111111111,10,18,CAFA
GOMAP,B73v3,C,GRMZM2G013811,0.888888888888889,9,9,CAFA
GOMAP,B73v3,C,GRMZM2G014069,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G014099,0.32,8,25,CAFA
GOMAP,B73v3,C,GRMZM2G014376,0.533333333333333,8,15,CAFA
GOMAP,B73v3,C,GRMZM2G014397,0.181818181818182,8,44,CAFA
GOMAP,B73v3,C,GRMZM2G015024,0.538461538461538,14,26,CAFA
GOMAP,B73v3,C,GRMZM2G015033,0.857142857142857,8,7,CAFA
GOMAP,B73v3,C,GRMZM2G015285,0.4,12,30,CAFA
GOMAP,B73v3,C,GRMZM2G015419,0.333333333333333,9,27,CAFA
GOMAP,B73v3,C,GRMZM2G015534,0.4375,7,16,CAFA
GOMAP,B73v3,C,GRMZM2G015727,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G015730,0.2,3,15,CAFA
GOMAP,B73v3,F,GRMZM2G015730,0.333333333333333,4,3,CAFA
GOMAP,B73v3,P,GRMZM2G015730,0.210526315789474,49,19,CAFA
GOMAP,B73v3,C,GRMZM2G015967,0.535714285714286,31,28,CAFA
GOMAP,B73v3,C,GRMZM2G015989,0.25,9,36,CAFA
GOMAP,B73v3,C,GRMZM2G016066,0.5,21,30,CAFA
GOMAP,B73v3,C,GRMZM2G016084,0.333333333333333,9,27,CAFA
GOMAP,B73v3,C,GRMZM2G016236,0.48,12,25,CAFA
GOMAP,B73v3,C,GRMZM2G016241,0.538461538461538,8,13,CAFA
GOMAP,B73v3,F,GRMZM2G016241,0.8,4,5,CAFA
GOMAP,B73v3,P,GRMZM2G016241,0.0689655172413793,10,145,CAFA
GOMAP,B73v3,C,GRMZM2G016602,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G016622,0.5,21,30,CAFA
GOMAP,B73v3,C,GRMZM2G016677,0.513513513513514,31,37,CAFA
GOMAP,B73v3,C,GRMZM2G016774,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G016890,0.571428571428571,8,14,CAFA
GOMAP,B73v3,C,GRMZM2G017045,0.833333333333333,21,18,CAFA
GOMAP,B73v3,C,GRMZM2G017077,0.875,8,8,CAFA
GOMAP,B73v3,P,GRMZM2G017087,0.0564516129032258,8,124,CAFA
GOMAP,B73v3,C,GRMZM2G017290,0.25,10,32,CAFA
GOMAP,B73v3,C,GRMZM2G017355,0.8,13,10,CAFA
GOMAP,B73v3,C,GRMZM2G017419,0.5,9,18,CAFA
GOMAP,B73v3,C,GRMZM2G017429,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G017853,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G017957,0.571428571428571,14,14,CAFA
GOMAP,B73v3,C,GRMZM2G018082,0.428571428571429,8,7,CAFA
GOMAP,B73v3,C,GRMZM2G018238,0.533333333333333,8,15,CAFA
GOMAP,B73v3,C,GRMZM2G018375,0.470588235294118,9,17,CAFA
GOMAP,B73v3,C,GRMZM2G018403,0.393939393939394,14,33,CAFA
GOMAP,B73v3,C,GRMZM2G018441,0.219512195121951,9,41,CAFA
GOMAP,B73v3,C,GRMZM2G018484,0.545454545454545,24,33,CAFA
GOMAP,B73v3,C,GRMZM2G018627,0.177777777777778,10,45,CAFA
GOMAP,B73v3,C,GRMZM2G018771,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G018786,0.529411764705882,9,17,CAFA
GOMAP,B73v3,C,GRMZM2G018929,0.727272727272727,13,11,CAFA
GOMAP,B73v3,C,GRMZM2G019358,0.391304347826087,9,23,CAFA
GOMAP,B73v3,C,GRMZM2G019437,0.421052631578947,8,19,CAFA
GOMAP,B73v3,C,GRMZM2G019695,0.41304347826087,19,46,CAFA
GOMAP,B73v3,C,GRMZM2G019807,0.32,10,25,CAFA
GOMAP,B73v3,C,GRMZM2G019838,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G019901,0.533333333333333,13,15,CAFA
GOMAP,B73v3,C,GRMZM2G019958,0.473684210526316,9,19,CAFA
GOMAP,B73v3,C,GRMZM2G020091,0.307692307692308,4,13,CAFA
GOMAP,B73v3,P,GRMZM2G020091,0.037037037037037,22,27,CAFA
GOMAP,B73v3,C,GRMZM2G020096,0.818181818181818,9,11,CAFA
GOMAP,B73v3,P,GRMZM2G020216,0.0940766550522648,33,287,CAFA
GOMAP,B73v3,C,GRMZM2G020446,0.5,9,18,CAFA
GOMAP,B73v3,C,GRMZM2G020785,0.216216216216216,8,37,CAFA
GOMAP,B73v3,C,GRMZM2G021170,0.666666666666667,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G021256,0.5,31,32,CAFA
GOMAP,B73v3,C,GRMZM2G021617,0.457142857142857,31,35,CAFA
GOMAP,B73v3,C,GRMZM2G021687,0.421052631578947,8,19,CAFA
GOMAP,B73v3,C,GRMZM2G022090,0.333333333333333,9,21,CAFA
GOMAP,B73v3,C,GRMZM2G022192,0.272727272727273,9,33,CAFA
GOMAP,B73v3,C,GRMZM2G022563,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G022625,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G022866,0.25,6,24,CAFA
GOMAP,B73v3,C,GRMZM2G022876,0.6875,31,16,CAFA
GOMAP,B73v3,F,GRMZM2G023325,0.2,8,10,CAFA
GOMAP,B73v3,P,GRMZM2G023325,0.0377358490566038,14,106,CAFA
GOMAP,B73v3,C,GRMZM2G023591,0.257142857142857,9,35,CAFA
GOMAP,B73v3,C,GRMZM2G023906,0.347826086956522,8,23,CAFA
GOMAP,B73v3,C,GRMZM2G024073,0.642857142857143,9,14,CAFA
GOMAP,B73v3,C,GRMZM2G024099,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G024150,0.384615384615385,21,39,CAFA
GOMAP,B73v3,C,GRMZM2G024482,0.888888888888889,9,9,CAFA
GOMAP,B73v3,C,GRMZM2G024550,0.421052631578947,13,19,CAFA
GOMAP,B73v3,C,GRMZM2G024607,0.210526315789474,8,38,CAFA
GOMAP,B73v3,C,GRMZM2G024686,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G024738,0.8,9,10,CAFA
GOMAP,B73v3,C,GRMZM2G024973,0.304347826086957,7,23,CAFA
GOMAP,B73v3,P,GRMZM2G024973,0.0449438202247191,10,178,CAFA
GOMAP,B73v3,C,GRMZM2G024993,0.666666666666667,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G025031,0.8,9,10,CAFA
GOMAP,B73v3,C,GRMZM2G025078,0.888888888888889,16,9,CAFA
GOMAP,B73v3,C,GRMZM2G025123,0.333333333333333,10,12,CAFA
GOMAP,B73v3,C,GRMZM2G025171,0.348837209302326,21,43,CAFA
GOMAP,B73v3,C,GRMZM2G025322,0.214285714285714,9,42,CAFA
GOMAP,B73v3,C,GRMZM2G025409,0.526315789473684,13,19,CAFA
GOMAP,B73v3,F,GRMZM2G025409,0.25,5,4,CAFA
GOMAP,B73v3,P,GRMZM2G025409,0,28,37,CAFA
GOMAP,B73v3,C,GRMZM2G025531,0.428571428571429,9,21,CAFA
GOMAP,B73v3,C,GRMZM2G025648,0.333333333333333,6,18,CAFA
GOMAP,B73v3,P,GRMZM2G025812,0.0952380952380952,6,63,CAFA
GOMAP,B73v3,P,GRMZM2G025832,0.128205128205128,16,39,CAFA
GOMAP,B73v3,C,GRMZM2G025854,0.3,9,30,CAFA
GOMAP,B73v3,C,GRMZM2G025855,0.342105263157895,14,38,CAFA
GOMAP,B73v3,C,GRMZM2G025882,0.441176470588235,31,34,CAFA
GOMAP,B73v3,C,GRMZM2G025954,0.473684210526316,9,19,CAFA
GOMAP,B73v3,C,GRMZM2G026015,0.205128205128205,10,39,CAFA
GOMAP,B73v3,C,GRMZM2G026024,0.321428571428571,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G026117,0.5,9,18,CAFA
GOMAP,B73v3,F,GRMZM2G026117,1,4,4,CAFA
GOMAP,B73v3,P,GRMZM2G026117,0.345679012345679,28,81,CAFA
GOMAP,B73v3,C,GRMZM2G026371,0.344827586206897,13,29,CAFA
GOMAP,B73v3,C,GRMZM2G026614,0.264705882352941,9,34,CAFA
GOMAP,B73v3,C,GRMZM2G026656,0.888888888888889,9,9,CAFA
GOMAP,B73v3,C,GRMZM2G026800,0.48,12,25,CAFA
GOMAP,B73v3,C,GRMZM2G026807,0.428571428571429,9,21,CAFA
GOMAP,B73v3,F,GRMZM2G026930,0.777777777777778,7,9,CAFA
GOMAP,B73v3,P,GRMZM2G026930,0.222222222222222,10,27,CAFA
GOMAP,B73v3,C,GRMZM2G027021,0.533333333333333,8,15,CAFA
GOMAP,B73v3,C,GRMZM2G027059,0.45,9,20,CAFA
GOMAP,B73v3,C,GRMZM2G027219,0.555555555555556,31,27,CAFA
GOMAP,B73v3,C,GRMZM2G027331,0.321428571428571,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G027640,0.32,10,25,CAFA
GOMAP,B73v3,C,GRMZM2G027663,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G027835,0.888888888888889,9,9,CAFA
GOMAP,B73v3,F,GRMZM2G027835,1,5,5,CAFA
GOMAP,B73v3,P,GRMZM2G027835,0.565217391304348,26,46,CAFA
GOMAP,B73v3,C,GRMZM2G027955,0.321428571428571,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G028005,0.590909090909091,19,22,CAFA
GOMAP,B73v3,C,GRMZM2G028216,0.461538461538462,14,26,CAFA
GOMAP,B73v3,C,GRMZM2G028302,0.157894736842105,6,38,CAFA
GOMAP,B73v3,C,GRMZM2G028369,0.727272727272727,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G028640,0.444444444444444,8,18,CAFA
GOMAP,B73v3,C,GRMZM2G028914,0.363636363636364,8,22,CAFA
GOMAP,B73v3,C,GRMZM2G029055,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G029543,0.692307692307692,9,13,CAFA
GOMAP,B73v3,C,GRMZM2G029573,0.529411764705882,9,17,CAFA
GOMAP,B73v3,C,GRMZM2G029731,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G029933,0.727272727272727,13,11,CAFA
GOMAP,B73v3,C,GRMZM2G030072,0.428571428571429,9,21,CAFA
GOMAP,B73v3,C,GRMZM2G030203,0.6,14,20,CAFA
GOMAP,B73v3,C,GRMZM2G030240,0.421052631578947,8,19,CAFA
GOMAP,B73v3,C,GRMZM2G030299,0.727272727272727,9,11,CAFA
GOMAP,B73v3,F,GRMZM2G030299,0.0909090909090909,6,11,CAFA
GOMAP,B73v3,P,GRMZM2G030299,0.3125,26,16,CAFA
GOMAP,B73v3,C,GRMZM2G030494,0.6,31,25,CAFA
GOMAP,B73v3,C,GRMZM2G030606,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G030628,0.333333333333333,8,24,CAFA
GOMAP,B73v3,C,GRMZM2G031028,0.413793103448276,12,29,CAFA
GOMAP,B73v3,C,GRMZM2G031057,0.3,6,20,CAFA
GOMAP,B73v3,C,GRMZM2G031169,0.352941176470588,12,34,CAFA
GOMAP,B73v3,C,GRMZM2G031721,0.393939393939394,13,33,CAFA
GOMAP,B73v3,C,GRMZM2G031761,0.4,16,20,CAFA
GOMAP,B73v3,C,GRMZM2G031780,0.48,12,25,CAFA
GOMAP,B73v3,C,GRMZM2G032253,0.193548387096774,6,31,CAFA
GOMAP,B73v3,C,GRMZM2G032266,0.818181818181818,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G032282,0.642857142857143,9,14,CAFA
GOMAP,B73v3,C,GRMZM2G032348,0.615384615384615,9,13,CAFA
GOMAP,B73v3,C,GRMZM2G032628,0.642857142857143,9,14,CAFA
GOMAP,B73v3,F,GRMZM2G032628,0.454545454545455,5,11,CAFA
GOMAP,B73v3,P,GRMZM2G032628,0.307692307692308,25,78,CAFA
GOMAP,B73v3,C,GRMZM2G033098,0.342857142857143,12,35,CAFA
GOMAP,B73v3,C,GRMZM2G033198,0.576923076923077,21,26,CAFA
GOMAP,B73v3,C,GRMZM2G033208,0.529411764705882,9,17,CAFA
GOMAP,B73v3,C,GRMZM2G033219,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G033493,0.163265306122449,8,49,CAFA
GOMAP,B73v3,C,GRMZM2G033526,0.5625,9,16,CAFA
GOMAP,B73v3,C,GRMZM2G033653,0.571428571428571,8,7,CAFA
GOMAP,B73v3,C,GRMZM2G033799,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G033885,0.205128205128205,10,39,CAFA
GOMAP,B73v3,C,GRMZM2G033894,0.366666666666667,18,30,CAFA
GOMAP,B73v3,C,GRMZM2G034120,0.266666666666667,8,30,CAFA
GOMAP,B73v3,C,GRMZM2G034243,0.380952380952381,8,21,CAFA
GOMAP,B73v3,C,GRMZM2G034302,0.129032258064516,4,31,CAFA
GOMAP,B73v3,F,GRMZM2G034302,0.278688524590164,17,61,CAFA
GOMAP,B73v3,C,GRMZM2G034453,0.0833333333333333,13,12,CAFA
GOMAP,B73v3,P,GRMZM2G034572,0.0416666666666667,7,24,CAFA
GOMAP,B73v3,C,GRMZM2G035042,0.615384615384615,8,13,CAFA
GOMAP,B73v3,C,GRMZM2G035063,0.571428571428571,9,14,CAFA
GOMAP,B73v3,C,GRMZM2G035213,0.571428571428571,8,14,CAFA
GOMAP,B73v3,C,GRMZM2G035338,0.615384615384615,8,13,CAFA
GOMAP,B73v3,P,GRMZM2G035688,0.75,45,24,CAFA
GOMAP,B73v3,C,GRMZM2G035708,0.457142857142857,31,35,CAFA
GOMAP,B73v3,C,GRMZM2G035820,0.8,8,10,CAFA
GOMAP,B73v3,C,GRMZM2G035948,0.363636363636364,9,22,CAFA
GOMAP,B73v3,C,GRMZM2G036290,0.818181818181818,9,11,CAFA
GOMAP,B73v3,P,GRMZM2G036340,0.447761194029851,49,67,CAFA
GOMAP,B73v3,C,GRMZM2G036455,0.428571428571429,21,35,CAFA
GOMAP,B73v3,C,GRMZM2G036534,0.333333333333333,18,33,CAFA
GOMAP,B73v3,C,GRMZM2G036590,0.36,9,25,CAFA
GOMAP,B73v3,C,GRMZM2G036609,0.473684210526316,9,19,CAFA
GOMAP,B73v3,C,GRMZM2G036829,0.363636363636364,8,22,CAFA
GOMAP,B73v3,C,GRMZM2G036861,0.421052631578947,8,19,CAFA
GOMAP,B73v3,C,GRMZM2G036880,0.25,10,32,CAFA
GOMAP,B73v3,C,GRMZM2G036921,0.375,9,24,CAFA
GOMAP,B73v3,P,GRMZM2G037368,0.041025641025641,11,195,CAFA
GOMAP,B73v3,C,GRMZM2G037644,0.166666666666667,8,6,CAFA
GOMAP,B73v3,C,GRMZM2G038013,0.424242424242424,14,33,CAFA
GOMAP,B73v3,P,GRMZM2G038013,0.769230769230769,30,39,CAFA
GOMAP,B73v3,C,GRMZM2G038032,0.207547169811321,11,53,CAFA
GOMAP,B73v3,F,GRMZM2G038032,0.0104166666666667,1,96,CAFA
GOMAP,B73v3,P,GRMZM2G038032,0.0327272727272727,10,275,CAFA
GOMAP,B73v3,C,GRMZM2G038338,0.347826086956522,8,23,CAFA
GOMAP,B73v3,C,GRMZM2G038365,0.5625,31,32,CAFA
GOMAP,B73v3,C,GRMZM2G038494,0.4,9,20,CAFA
GOMAP,B73v3,C,GRMZM2G038519,0.235294117647059,10,34,CAFA
GOMAP,B73v3,C,GRMZM2G038791,0.888888888888889,8,9,CAFA
GOMAP,B73v3,C,GRMZM2G038833,0.666666666666667,14,21,CAFA
GOMAP,B73v3,C,GRMZM2G038848,0.428571428571429,9,21,CAFA
GOMAP,B73v3,C,GRMZM2G039089,0.583333333333333,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G039345,0.204545454545455,9,44,CAFA
GOMAP,B73v3,C,GRMZM2G039396,0.307692307692308,8,26,CAFA
GOMAP,B73v3,C,GRMZM2G039711,0.478260869565217,11,23,CAFA
GOMAP,B73v3,C,GRMZM2G039723,0.28125,9,32,CAFA
GOMAP,B73v3,C,GRMZM2G039841,0.3,6,20,CAFA
GOMAP,B73v3,C,GRMZM2G039982,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G039996,0.388888888888889,10,18,CAFA
GOMAP,B73v3,C,GRMZM2G040095,0.470588235294118,8,17,CAFA
